OBJECTID,UNIQUE_ID,Pentad NAME,PENTAD,VEG NAME CENTROID,Veg Extent,Veg_WEIGHT,MAX_OF_PROPORTION,ACCESSIBLE,PREFERRED Pentad,SG_APPLICATION,BIOREGION,Rain_season,Elev_range,Elev,MAP_CTN,PEMO,Chill,MinT_07,MAP,Frost,MeanT_02,APAN,MeanT_07,GDD0,GDD5,MTCO,MTWA,AETPET,WET,DRY,tri_mean,tri_sd,tri_med
4118,7946,Northern Cape_3130_2150,3130_2150,Eastern Upper Karoo,49821.3186,6614,99,1,0,219 ER,Upper Karoo Bioregion,6,115,1257.8373,50.88,1666.96,989.66,0.72,162.28,49.12,22,2532.8401,8,5694.2,3869.1,7.5,22.8,0.16,0,-119,47.64948232,32.99093244,36.12478374
4119,7947,Northern Cape_3130_2155,3130_2155,Eastern Upper Karoo,49821.3186,6371,90,1,0,219 ER,Upper Karoo Bioregion,6,70,1252.2197,49.64,1662.96,979.988,1,172.12,49.64,22,2527.1841,8,5694.2,3869.1,7.5,22.8,0.16,0,-119,31.08599712,24.72646212,22.42766149
4120,7948,Northern Cape_3130_2200,3130_2200,Eastern Upper Karoo,49821.3186,6559,90,0,0,219 ER,Upper Karoo Bioregion,6,72,1280.2236,47.88,1656.04,1002.752,0.32,168.12,51.68,21.92,2517.384,8,5415,3590,6.7,21.9,0.181,0,-110.6,26.37362314,14.63065526,23.10844002
4121,7949,Northern Cape_3130_2205,3130_2205,Eastern Upper Karoo,49821.3186,6569,90,0,0,219 ER,Upper Karoo Bioregion,6,112,1337.4462,47.76,1641.88,1050.7841,0,177.16,54.12,21.04,2495.4641,7.2,5415,3590,6.7,21.9,0.181,0,-110.6,42.10832219,15.0774434,41.91658383
4122,7950,Northern Cape_3130_2210,3130_2210,Eastern Upper Karoo,49821.3186,6569,90,1,0,219 ER,Upper Karoo Bioregion,6,135,1350.4526,47.32,1633.88,1064.38,0,184.4,55.28,21,2483.8281,7.12,5415,3590,6.7,21.9,0.181,0,-110.6,43.43393961,18.08071128,41.55117283
4123,7951,Northern Cape_3130_2215,3130_2215,Eastern Upper Karoo,49821.3186,6569,90,1,0,219 ER,Upper Karoo Bioregion,6,118,1354.5558,46.12,1628.88,1064.584,0,192.72,55.4,21,2476.9199,7,5182.1,3357.1,5.9,21.2,0.201,0,-102.9,47.9205227,33.33330493,37.50999867
4124,7952,Northern Cape_3130_2220,3130_2220,Eastern Upper Karoo,49821.3186,6570,90,1,0,219 ER,Upper Karoo Bioregion,6,159,1389.4146,45.24,1620.48,1079.808,0,204.84,57.16,21,2463.3,7,5182.1,3357.1,5.9,21.2,0.201,0,-102.9,83.51620882,53.9622998,71.73562574
4125,7953,Northern Cape_3130_2225,3130_2225,Eastern Upper Karoo,49821.3186,6570,90,1,0,220 ER,Upper Karoo Bioregion,6,146,1450.007,45.76,1605.4,1122.236,0,217.52,60.92,21,2440.592,7,5182.1,3357.1,5.9,21.2,0.201,0,-102.9,68.21013236,32.52305353,62.75348596
4126,7954,Northern Cape_3130_2230,3130_2230,Eastern Upper Karoo,49821.3186,6571,90,1,0,220 ER,Upper Karoo Bioregion,6,119,1477.995,46.64,1598.92,1136.34,0,220.56,62.24,21,2431.448,7,5160.2,3335.2,6,21.1,0.208,0,-101.3,61.65323536,27.74625463,60.67124525
4127,7955,Northern Cape_3130_2235,3130_2235,Eastern Upper Karoo,49821.3186,6521,90,1,0,220 ER,Upper Karoo Bioregion,6,243,1454.0284,47.92,1599.6,1138.344,0,208.68,59.56,20.6,2431.9961,6.84,5160.2,3335.2,6,21.1,0.208,0,-101.3,98.24512903,113.4528901,56.63920903
4128,7956,Northern Cape_3130_2240,3130_2240,Eastern Upper Karoo,49821.3186,6571,90,1,0,220 ER,Upper Karoo Bioregion,6,154,1366.1438,48.76,1610.24,1068.964,0,210.96,55.28,21,2449.908,7,5160.2,3335.2,6,21.1,0.208,0,-101.3,43.24853584,34.63312579,29.43637083
4129,7957,Northern Cape_3130_2245,3130_2245,Eastern Upper Karoo,49821.3186,6562,90,1,0,220 ER,Upper Karoo Bioregion,6,143,1354.0123,49,1594.36,1050.912,0,215.96,54.76,21,2449.864,7,5313,3488.1,6.5,21.6,0.202,0,-104.8,49.31549178,49.51567397,31.83551379
4130,7958,Northern Cape_3130_2250,3130_2250,Upper Karoo Hardeveld,11734.2765,6428,90,1,0,220 ER,Upper Karoo Bioregion,6,271,1460.9133,49,1567.4399,1120.444,0,223.52,56.76,20.68,2421.02,6.84,5313,3488.1,6.5,21.6,0.202,0,-104.8,175.3437145,147.3163368,124.7657802
4131,7959,Northern Cape_3130_2255,3130_2255,Eastern Upper Karoo,49821.3186,6416,90,1,0,220 ER,Upper Karoo Bioregion,6,387,1488.9902,49,1554.96,1147.0601,0,233.76,59.24,20.48,2404.0759,6.76,5313,3488.1,6.5,21.6,0.202,0,-104.8,157.2757081,113.2086932,128.9321282
4132,7960,Northern Cape_3130_2300,3130_2300,Eastern Upper Karoo,49821.3186,6422,90,1,0,220 ER,Upper Karoo Bioregion,6,400,1431.6709,48.92,1561.88,1114.1801,0,227.04,56.92,20.76,2414.512,6.84,5226.6,3401.6,6.4,21.4,0.216,0,-99.6,164.4710636,158.457389,81.41867108
4133,7961,Northern Cape_3130_2305,3130_2305,Eastern Upper Karoo,49821.3186,6543,90,1,0,220 ER,Upper Karoo Bioregion,6,258,1328.3474,48.84,1574.24,1036.48,0,230.52,51.92,20.96,2434.3359,7.52,5226.6,3401.6,6.4,21.4,0.216,0,-99.6,72.76747397,89.56841424,50.18964037
4134,7962,Northern Cape_3130_2310,3130_2310,Eastern Upper Karoo,49821.3186,6574,90,1,0,220 ER,Upper Karoo Bioregion,6,103,1298.9817,49,1582.4,1001.192,0.04,237.56,50.52,21,2438.4441,7.92,5226.6,3401.6,6.4,21.4,0.216,0,-99.6,29.76736012,23.00685358,23.16246713
4135,7963,Northern Cape_3130_2315,3130_2315,Eastern Upper Karoo,49821.3186,6540,90,1,0,220 ER,Upper Karoo Bioregion,6,161,1327.9901,49,1594.6,1026.424,0,243,51.24,21,2426.532,7.68,5328.2,3503.3,6.8,21.7,0.219,0,-98.7,75.6536409,74.21462422,47.68647607
4136,7964,Northern Cape_3130_2320,3130_2320,Eastern Upper Karoo,49821.3186,6560,90,0,0,220 ER,Upper Karoo Bioregion,6,164,1352.8964,49,1590.6801,1037.256,0,245.96,52.32,21,2419.0081,7.4,5328.2,3503.3,6.8,21.7,0.219,0,-98.7,70.81726379,59.23066691,52.10566188
4137,7965,Northern Cape_3130_2325,3130_2325,Eastern Upper Karoo,49821.3186,6528,90,1,0,220 ER,Upper Karoo Bioregion,6,256,1350.4686,48.44,1587.6,1036.692,0,249.2,52.28,21,2413.9641,7.44,5328.2,3503.3,6.8,21.7,0.219,0,-98.7,79.41621197,86.84693541,53.02357945
4138,7966,Northern Cape_3130_2330,3130_2330,Eastern Upper Karoo,49821.3186,6490,90,1,0,220 ER,Upper Karoo Bioregion,6,289,1351.6791,47.4,1562.04,1039.248,0.04,250.84,50.92,20.96,2407.9961,7.36,5206.6,3381.6,6.7,21.3,0.246,0,-87,109.1419607,108.3529558,66.9738754
4139,7967,Northern Cape_3130_2335,3130_2335,Eastern Upper Karoo,49821.3186,6495,90,1,0,220 ER,Upper Karoo Bioregion,6,232,1424.7762,46.2,1540.4,1086.212,0,266.68,54.24,20.44,2382.4519,7.08,5206.6,3381.6,6.7,21.3,0.246,0,-87,148.0713657,124.964562,109.329776
4140,7968,Northern Cape_3130_2340,3130_2340,Eastern Upper Karoo,49821.3186,6548,90,0,0,220 ER,Upper Karoo Bioregion,6,200,1428.8397,46,1533.88,1096.468,0,275.12,56.4,20.4,2372.696,7,5206.6,3381.6,6.7,21.3,0.246,0,-87,95.85516934,90.97086753,61.19640512
4141,7969,Northern Cape_3130_2345,3130_2345,Eastern Upper Karoo,49821.3186,6525,90,0,0,220 ER,Upper Karoo Bioregion,6,253,1464.2616,45.4,1528.48,1109.056,0,279.12,57.28,20.08,2364.344,6.96,5067.2,3242.2,6.5,20.8,0.275,0,-75.1,172.0854653,118.4833179,145.8269522
4142,7970,Northern Cape_3130_2350,3130_2350,Eastern Upper Karoo,49821.3186,6568,90,1,0,220 ER,Upper Karoo Bioregion,6,195,1448.4998,44.64,1528.08,1098.632,0,282.28,57.4,20.08,2363.824,7,5067.2,3242.2,6.5,20.8,0.275,0,-75.1,91.68904892,75.02059836,67.66091889
4143,7971,Northern Cape_3130_2355,3130_2355,Eastern Upper Karoo,49821.3186,6483,90,1,0,220 ER,Upper Karoo Bioregion,6,311,1524.4054,43.96,1513.48,1144.688,0,289.84,61.16,19.96,2342.032,6.72,5067.2,3242.2,6.5,20.8,0.275,0,-75.1,158.4592734,149.1107627,96.62039119
4144,7972,Northern Cape_3130_2400,3130_2400,Upper Karoo Hardeveld,11734.2765,6499,90,1,0,220 ER,Upper Karoo Bioregion,6,270,1582.8024,43.84,1498.72,1183.7321,0,302.56,65.2,19.92,2319.416,6.28,4604.6,2779.7,5.3,19.4,0.338,2.6,-53.1,108.5258324,100.6261234,63.91400281
4145,7973,Northern Cape_3130_2405,3130_2405,Eastern Upper Karoo,49821.3186,6581,90,1,0,220 ER,Upper Karoo Bioregion,6,195,1585.5636,43.96,1495.76,1189.468,0,301.96,67.48,19.88,2315.3721,6.16,4604.6,2779.7,5.3,19.4,0.338,2.6,-53.1,76.74342841,63.88420719,52.14403042
4146,7974,Northern Cape_3130_2410,3130_2410,Eastern Upper Karoo,49821.3186,6582,90,1,0,220 ER,Upper Karoo Bioregion,6,170,1555.9697,43.8,1500.6801,1169.452,0,298.48,66.36,20,2322.2,6.44,4604.6,2779.7,5.3,19.4,0.338,2.6,-53.1,73.1666793,62.31910144,48.56438997
4147,7975,Northern Cape_3130_2415,3130_2415,Eastern Upper Karoo,49821.3186,6558,90,0,0,220 ER,Upper Karoo Bioregion,6,419,1584.2808,45.12,1495.36,1179.8359,0,298.28,65.6,19.92,2314.8721,6.28,4599.1,2774.1,5.4,19.3,0.356,5,-50.1,93.25040353,98.08753595,62.98015548
4148,7976,Northern Cape_3130_2420,3130_2420,Eastern Upper Karoo,49821.3186,6578,90,1,0,220 ER,Upper Karoo Bioregion,6,212,1557.8123,46.44,1492.64,1169.36,0,305.56,65.44,19.96,2310.6841,6.44,4599.1,2774.1,5.4,19.3,0.356,5,-50.1,91.11033952,70.36703304,67.57588317
4149,7977,Northern Cape_3130_2425,3130_2425,Eastern Upper Karoo,49821.3186,6576,90,1,0,220 ER,Upper Karoo Bioregion,6,335,1541.5295,46.28,1492,1156.48,0,305.4,64.04,19.96,2310.0281,6.6,4599.1,2774.1,5.4,19.3,0.356,5,-50.1,77.63753412,97.6168173,45.72745346
4150,7978,Northern Cape_3130_2430,3130_2430,Eastern Upper Karoo,49821.3186,6534,90,1,0,220 ER,Upper Karoo Bioregion,6,514,1573.8752,46.76,1505.92,1165.344,-0.2,310.44,65.56,19.52,2332.7161,6.24,4629.9,2804.9,5.7,19.3,0.372,5.9,-47.3,147.7630415,218.8418279,52.93392023
4151,7979,Eastern Cape_3130_2435,3130_2435,Eastern Upper Karoo,49821.3186,6584,90,1,0,220 ER,Upper Karoo Bioregion,6,322,1510.5206,47.96,1522.6,1116.516,0,326.36,64.6,19.96,2357.908,6.88,4629.9,2804.9,5.7,19.3,0.372,5.9,-47.3,43.46284986,61.85078061,28.19574436
4152,7980,Eastern Cape_3130_2440,3130_2440,Eastern Upper Karoo,49821.3186,6010,95,1,0,220 ER,Upper Karoo Bioregion,6,449,1530.0499,48.28,1538.84,1104.004,0,331.44,65.88,19.88,2383.436,6.84,4629.9,2804.9,5.7,19.3,0.372,5.9,-47.3,208.8038931,225.7490247,117.9003807
4153,7981,Eastern Cape_3130_2445,3130_2445,Eastern Upper Karoo,49821.3186,6533,95,1,0,220 ER,Upper Karoo Bioregion,6,396,1392.2139,47.08,1560.6,1032.2679,0,339.92,57.48,20.32,2417.396,7.12,5005.6,3180.6,6.9,20.2,0.344,1.3,-56.2,118.3901964,152.2673841,53.97684669
4154,7982,Eastern Cape_3130_2450,3130_2450,Southern Karoo Riviere,5299.1347,6627,95,1,0,220 ER,Inland Saline Vegetation,6,185,1333.6117,46.84,1570.36,977.728,0,330.24,55.36,20.96,2432.656,7.92,5005.6,3180.6,6.9,20.2,0.344,1.3,-56.2,50.79474606,63.13986664,29.72372671
4155,7983,Eastern Cape_3130_2455,3130_2455,Eastern Upper Karoo,49821.3186,6639,95,1,0,221 ER,Upper Karoo Bioregion,6,235,1297.5702,47.2,1570.72,955.192,0,325.4,52.08,20.96,2431.8,7.96,5005.6,3180.6,6.9,20.2,0.344,1.3,-56.2,60.3623148,67.6139339,41.41859442
4156,7984,Eastern Cape_3130_2500,3130_2500,Eastern Upper Karoo,49821.3186,6591,90,1,0,221 ER,Upper Karoo Bioregion,5.8,112,1232.0764,47.6,1599.24,894.876,0.32,321,50.4,21,2476.5361,8,5500,3675,8.2,21.6,0.303,0,-73,34.4530119,33.74214171,23.72762104
4157,7985,Eastern Cape_3130_2505,3130_2505,Eastern Upper Karoo,49821.3186,6566,90,1,0,221 ER,Upper Karoo Bioregion,5.12,287,1212.4335,47.76,1586.36,873.388,1,302.36,46.24,21,2456.332,8.04,5500,3675,8.2,21.6,0.303,0,-73,94.96838049,169.4135023,30.2654919
4158,7986,Eastern Cape_3130_2510,3130_2510,Eastern Upper Karoo,49821.3186,6503,90,0,0,221 ER,Upper Karoo Bioregion,5.68,209,1200.8159,47.48,1572.24,855.756,1,290.36,44.4,21.24,2434.252,8.68,5500,3675,8.2,21.6,0.303,0,-73,64.10662852,70.78054116,38.249183
4159,7987,Eastern Cape_3130_2515,3130_2515,Eastern Upper Karoo,49821.3186,6551,90,0,0,221 ER,Upper Karoo Bioregion,6,238,1216.4694,47.24,1599,869.448,1.04,282.68,43.68,21,2413.9321,8.44,5741.7,3916.7,8.7,22.2,0.287,0,-79.6,78.88518428,75.24856143,52.87721627
4160,7988,Eastern Cape_3130_2520,3130_2520,Eastern Upper Karoo,49821.3186,6593,90,0,0,221 ER,Upper Karoo Bioregion,6,125,1180.0531,47.88,1729.2,849.12,1,307.64,43.76,21.08,2416.9241,8.96,5741.7,3916.7,8.7,22.2,0.287,0,-79.6,44.34101479,30.99518374,34.88552709
4161,7989,Eastern Cape_3130_2525,3130_2525,Eastern Upper Karoo,49821.3186,6576,90,1,0,221 ER,Upper Karoo Bioregion,5.48,149,1143.8618,47.76,1737.72,813.456,1,298.12,41,21.08,2429.824,9,5741.7,3916.7,8.7,22.2,0.287,0,-79.6,46.14421582,57.56509807,26.87005769
4162,7990,Eastern Cape_3130_2530,3130_2530,Eastern Upper Karoo,49821.3186,6597,90,1,0,221 ER,Upper Karoo Bioregion,5.96,110,1147.381,46.56,1725.5601,803.024,1,301.24,40.28,21,2413.8081,9,5664.3,3839.3,8.4,21.9,0.303,0,-74.4,44.14312028,24.07625046,38.55515475
4163,7991,Eastern Cape_3130_2535,3130_2535,Eastern Upper Karoo,49821.3186,6552,90,1,0,221 ER,Upper Karoo Bioregion,6,384,1215.3695,45.2,1689.64,862.484,1,342.72,42,20.96,2363.9561,8.8,5664.3,3839.3,8.4,21.9,0.303,0,-74.4,146.687191,176.7082856,66.43794054
4164,7992,Eastern Cape_3130_2540,3130_2540,Tarkastad Montane Shrubland,4239.6741,6539,90,0,0,221 ER,Sub-Escarpment Grassland Bioregion,6,371,1291.6632,44.52,1652.12,930.88,0.92,373.12,44.92,20.64,2312.0879,8.08,5664.3,3839.3,8.4,21.9,0.303,0,-74.4,174.7940288,221.4150794,65.19585865
4165,7993,Eastern Cape_3130_2545,3130_2545,Eastern Upper Karoo,49821.3186,6601,90,1,0,221 ER,Upper Karoo Bioregion,6,190,1294.5026,43.92,1637.12,928.548,0.36,346.28,48,20.6,2289.668,8,5387.2,3562.3,7.8,21,0.341,0,-60.9,82.92886336,56.93965265,67.0857659
4166,7994,Eastern Cape_3130_2550,3130_2550,Eastern Upper Karoo,49821.3186,6596,90,1,0,221 ER,Upper Karoo Bioregion,5.52,279,1344.5724,42.84,1609.6,970.732,0,351.12,49.8,20.12,2249.8679,8,5387.2,3562.3,7.8,21,0.341,0,-60.9,86.5551262,65.55293402,70.87665263
4167,7995,Eastern Cape_3130_2555,3130_2555,Eastern Upper Karoo,49821.3186,6601,90,1,0,221 ER,Upper Karoo Bioregion,5.2,198,1340.0959,41.32,1601.04,971.204,0.04,351.4,50.04,20,2238.7041,8,5387.2,3562.3,7.8,21,0.341,0,-60.9,57.93554183,42.63340121,45.67274899
4168,7996,Eastern Cape_3130_2600,3130_2600,Eastern Upper Karoo,49821.3186,6586,98,1,0,221 ER,Upper Karoo Bioregion,5.04,513,1386.2544,39.92,1585.2,984.024,0,376.96,51.48,20,2214.4241,7.84,4714,2889,6.3,19,0.448,11.3,-31.4,156.3217083,240.7869566,43.50287005
4169,7997,Eastern Cape_3130_2605,3130_2605,Karoo Escarpment Grassland,8378.3019,7191,98,1,0,221 ER,Dry Highveld Grassland Bioregion,5,641,1762.7933,40.28,1383.08,1255.34,-0.44,436.4,62.08,18.04,1935.5081,5.8,4714,2889,6.3,19,0.448,11.3,-31.4,185.2977552,201.2151733,108.7037258
4170,7998,Eastern Cape_3130_2610,3130_2610,Karoo Escarpment Grassland,8378.3019,7224,98,1,0,221 ER,Dry Highveld Grassland Bioregion,5,547,1789.7993,40.28,1340.84,1265.752,-0.32,460.72,66.32,17.76,1877.124,5.48,4714,2889,6.3,19,0.448,11.3,-31.4,213.5963018,111.4869914,185.2849155
4171,7999,Eastern Cape_3130_2615,3130_2615,Karoo Escarpment Grassland,8378.3019,7225,98,1,0,221 ER,Dry Highveld Grassland Bioregion,5,447,1774.6205,39.36,1343.08,1245.748,-0.56,492.4,70.88,17.76,1880.236,5.6,4924.8,3099.9,7,19.5,0.453,11,-30.9,265.3823233,178.3248897,207.3595905
4172,8000,Eastern Cape_3130_2620,3130_2620,Karoo Escarpment Grassland,8378.3019,7130,98,0,0,221 ER,Dry Highveld Grassland Bioregion,5.04,737,1759.9392,40.4,1326,1227.86,-0.32,549.28,59.84,18.12,1857.98,5.92,4924.8,3099.9,7,19.5,0.453,11,-30.9,341.3632763,217.6443893,307.8871357
4173,8001,Eastern Cape_3130_2625,3130_2625,Tarkastad Montane Shrubland,4239.6741,6436,98,1,0,221 ER,Sub-Escarpment Grassland Bioregion,5,609,1524.5035,41.88,1392.04,1093.752,0.12,582.96,49.68,19.36,1949.66,6.96,4924.8,3099.9,7,19.5,0.453,11,-30.9,343.8972331,280.5780205,290.9355511
4174,8002,Eastern Cape_3130_2630,3130_2630,Queenstown Thornveld,3606.3034,5908,85,1,0,221 ER,Sub-Escarpment Grassland Bioregion,5,411,1391.9888,44.04,1419.76,984.624,0.04,470.44,50.76,19.96,1984.364,7.36,5163.3,3338.3,7.8,20,0.461,11.2,-30.1,115.7502597,126.4075562,70.01428426
4175,8003,Eastern Cape_3130_2635,3130_2635,Tsomo Grassland,6136.8729,1782,85,1,0,221 ER,Sub-Escarpment Grassland Bioregion,5,637,1521.845,43.44,1386.12,1050.824,0.04,485.72,53.08,19.32,1892.256,7.16,5163.3,3338.3,7.8,20,0.461,11.2,-30.1,212.5327742,210.3015702,132.8909251
4244,8128,Northern Cape_3125_2010,3125_2010,Western Upper Karoo,17149.5132,6371,99,1,0,219 ER,Upper Karoo Bioregion,5.04,75,1039.0334,37.8,1622.96,843.58,1.52,140.6,38.84,22.64,2586.2161,9,5895.8,4070.8,9.3,22.7,0.142,0,-110.8,26.77559506,9.591966271,25.47547841
4245,8129,Northern Cape_3125_2015,3125_2015,Bushmanland Vloere,4706.8987,4633,99,1,0,219 ER,Inland Saline Vegetation,6,72,1023.7811,40.6,1630.96,834.948,2,125.76,37.64,22.52,2600.0439,9,5998.6,4173.6,9,23.4,0.128,0,-120.8,27.30102009,24.79193572,18.43908891
4246,8130,Northern Cape_3125_2020,3125_2020,Western Upper Karoo,17149.5132,7254,99,1,0,219 ER,Upper Karoo Bioregion,6,109,1052.6194,43.8,1626.08,865.528,1.96,136.08,39.44,22.04,2592.1919,9,5998.6,4173.6,9,23.4,0.128,0,-120.8,47.37044301,19.93373518,43.32435804
4247,8131,Northern Cape_3125_2025,3125_2025,Western Upper Karoo,17149.5132,6504,99,1,0,219 ER,Upper Karoo Bioregion,6,103,1060.5173,48.24,1627.96,866.644,1.8,136.4,39.44,22.24,2595.2041,9,5998.6,4173.6,9,23.4,0.128,0,-120.8,52.43973827,24.62800367,47.59201614
4248,8132,Northern Cape_3125_2030,3125_2030,Western Upper Karoo,17149.5132,6374,99,1,0,219 ER,Upper Karoo Bioregion,6,262,1089.1941,48.84,1675.3199,883.272,1.56,141.24,40,22.08,2589.7319,8.76,5951.5,4126.4,8.6,23.6,0.131,0,-122.7,140.9642496,144.5371985,77.86205745
4249,8133,Northern Cape_3125_2035,3125_2035,Western Upper Karoo,17149.5132,7226,99,0,0,219 ER,Upper Karoo Bioregion,6,143,1114.3239,49,1690.04,897.768,1.08,147.72,41.6,22,2587.5081,8.64,5951.5,4126.4,8.6,23.6,0.131,0,-122.7,60.88321287,53.70905325,42.52646194
4250,8134,Northern Cape_3125_2040,3125_2040,Western Upper Karoo,17149.5132,7246,99,1,0,219 ER,Upper Karoo Bioregion,6,115,1095.6215,49.96,1692.12,883.716,1.24,148.4,41.36,22.04,2590.6641,8.76,5951.5,4126.4,8.6,23.6,0.131,0,-122.7,43.5074948,33.04823237,31.81980418
4251,8135,Northern Cape_3125_2045,3125_2045,Western Upper Karoo,17149.5132,6882,99,0,0,219 ER,Upper Karoo Bioregion,6,284,1163.7715,50.88,1694.3199,939.496,1,171.2,43.72,22,2574.896,8.04,6015.3,4190.3,8.4,24.1,0.131,0,-125.3,119.1613322,109.3527434,70.67531394
4252,8136,Northern Cape_3125_2050,3125_2050,Western Upper Karoo,17149.5132,7260,99,1,1,219 ER,Upper Karoo Bioregion,6,126,1117.09,51.8,1707.52,884.508,1,153.56,41.8,22.08,2594.54,8.44,6015.3,4190.3,8.4,24.1,0.131,0,-125.3,65.31109215,28.51973881,60.34898508
4253,8137,Northern Cape_3125_2055,3125_2055,Western Upper Karoo,17149.5132,7260,99,1,0,219 ER,Upper Karoo Bioregion,6,147,1107.3042,52.2,1694.5601,880.672,1,157.84,41.44,22.08,2594.948,8.64,6015.3,4190.3,8.4,24.1,0.131,0,-125.3,67.78454093,34.16054789,61.16371473
4254,8138,Northern Cape_3125_2100,3125_2100,Western Upper Karoo,17149.5132,7032,99,1,0,219 ER,Upper Karoo Bioregion,6,123,1122.5193,51.64,1710.4399,884.584,1,150.04,41.96,22.04,2599.116,8.28,6024.2,4199.3,8.3,24.1,0.133,0,-126.4,74.14591842,32.25842912,68.74590897
4255,8139,Northern Cape_3125_2105,3125_2105,Western Upper Karoo,17149.5132,6989,99,0,0,219 ER,Upper Karoo Bioregion,6,108,1122.6849,51.12,1713.36,875.956,1,145.96,41.88,22.12,2603.5601,8.4,6024.2,4199.3,8.3,24.1,0.133,0,-126.4,78.52679287,44.06816045,68.64765099
4256,8140,Northern Cape_3125_2110,3125_2110,Western Upper Karoo,17149.5132,7260,99,0,0,219 ER,Upper Karoo Bioregion,6,92,1155.1151,50.8,1709.36,899.832,1,148.32,43.32,22,2598.1279,8.04,6024.2,4199.3,8.3,24.1,0.133,0,-126.4,48.23047748,26.81439838,40.60788101
4257,8141,Northern Cape_3125_2115,3125_2115,Western Upper Karoo,17149.5132,7260,99,1,0,219 ER,Upper Karoo Bioregion,6,122,1159.8986,51,1709.08,907.568,1,149.4,44.32,22,2597.9441,8,5997.2,4172.2,8.2,24,0.139,0,-126.1,61.85451212,23.86715317,59.19881741
4258,8142,Northern Cape_3125_2120,3125_2120,Western Upper Karoo,17149.5132,7260,99,1,0,219 ER,Upper Karoo Bioregion,6,102,1174.8345,50.36,1708.72,906.976,1,149.32,44.44,22,2597.864,8,5997.2,4172.2,8.2,24,0.139,0,-126.1,55.33550055,22.63610379,50.7838557
4259,8143,Northern Cape_3125_2125,3125_2125,Western Upper Karoo,17149.5132,7092,99,1,0,219 ER,Upper Karoo Bioregion,6,186,1156.0111,48.96,1705.36,895.288,1,152.6,43.28,22,2592.4199,8,5997.2,4172.2,8.2,24,0.139,0,-126.1,102.2758881,69.977857,83.88980862
4260,8144,Northern Cape_3125_2130,3125_2130,Upper Karoo Hardeveld,11734.2765,6503,99,0,0,219 ER,Upper Karoo Bioregion,6,157,1225.0227,49.28,1690.48,956.304,0.72,164.44,46.28,22,2569.408,8,5776.9,3951.9,7.7,23.3,0.158,0,-119.5,104.4652397,51.27121642,92.62289118
4261,8145,Northern Cape_3125_2135,3125_2135,Western Upper Karoo,17149.5132,6546,99,1,0,219 ER,Upper Karoo Bioregion,6,193,1230.8147,51.92,1693,949.3,0.85,151.2,47.1,22,2573.4551,8,5776.9,3951.9,7.7,23.3,0.158,0,-119.5,95.31218838,55.41762633,82.54089895
4262,8146,Northern Cape_3125_2140,3125_2140,Western Upper Karoo,17149.5132,6996,99,1,0,219 ER,Upper Karoo Bioregion,6,175,1221.5586,51.52,1690.76,942.004,0.88,157.4,46.36,22,2569.4561,8,5776.9,3951.9,7.7,23.3,0.158,0,-119.5,88.71147544,59.19050991,73.35189151
4263,8147,Northern Cape_3125_2145,3125_2145,Western Upper Karoo,17149.5132,7261,99,1,0,219 ER,Upper Karoo Bioregion,6,118,1234.2068,50.92,1684.4399,955.18,0.92,163.2,46.96,22,2559.8799,8,5742.9,3917.9,7.6,23,0.163,0,-118.5,65.77875925,36.23709968,55.4887376
4264,8148,Northern Cape_3125_2150,3125_2150,Eastern Upper Karoo,49821.3186,6691,99,1,0,219 ER,Upper Karoo Bioregion,6,102,1249.5131,49.8,1678.36,967.552,0.84,167.44,48.24,22,2550.3,8,5742.9,3917.9,7.6,23,0.163,0,-118.5,57.83922811,38.3866571,43.58325027
4265,8149,Northern Cape_3125_2155,3125_2155,Eastern Upper Karoo,49821.3186,6698,99,1,0,219 ER,Upper Karoo Bioregion,6,87,1268.7991,48.16,1670.84,982.512,0.4,173.12,50.04,22,2539.676,8,5742.9,3917.9,7.6,23,0.163,0,-118.5,48.80285239,30.73583848,40.95729438
4266,8150,Northern Cape_3125_2200,3125_2200,Eastern Upper Karoo,49821.3186,6614,99,1,0,219 ER,Upper Karoo Bioregion,6,51,1273.2139,45.76,1666.4,987.792,0.24,173.84,51.08,22,2532.8479,8,5599.7,3774.7,7,22.6,0.173,0,-115.1,25.73804652,17.77405889,19.74841766
4267,8151,Northern Cape_3125_2205,3125_2205,Eastern Upper Karoo,49821.3186,6575,90,1,0,219 ER,Upper Karoo Bioregion,6,107,1299,45.88,1657.96,1005.528,0,180.64,52.04,21.64,2520.708,7.96,5599.7,3774.7,7,22.6,0.173,0,-115.1,42.10274012,32.88081218,30.15791656
4268,8152,Northern Cape_3125_2210,3125_2210,Eastern Upper Karoo,49821.3186,6575,90,1,0,219 ER,Upper Karoo Bioregion,6,120,1330.6252,46.6,1648.6801,1026.4,0,192.48,53.28,21.08,2505.6919,7.6,5599.7,3774.7,7,22.6,0.173,0,-115.1,54.38900795,42.57495485,47.03721901
4269,8153,Northern Cape_3125_2215,3125_2215,Eastern Upper Karoo,49821.3186,6575,90,1,0,219 ER,Upper Karoo Bioregion,6,171,1365.8783,45.36,1637.4,1052.944,0,201.8,54.08,21,2489.2959,7.2,5257,3432,5.9,21.6,0.195,0,-106.5,77.49629522,65.74980428,54.79507258
