PENTAD,PENTAD ID,POINT SITE FARM,BioGaps Track No,Family,Genus,SPECIES,NO_SPEC,DETERMINED,Country,Prov,Distr,Locality,QDS,LAT1,LONG1,LATDEC1,LONDEC1,LAT2,LONG2,LATDEC2,LONDEC2,ALT,DD1,MM1,YYYY1,DD2,MM2,YYYY2,Collectors,MAIN VEGETATION TYPE,BIOREGION,GENERAL HABITAT,COLLECTION METHOD,WEATHER AT NIGHT,SPECIMEN DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145_2430,3727,Doornberg,2017-12-17 18:46:12 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,1,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Doornberg 53,3124DC,31°49.421'S,24°29.471'E,-31.81678361,24.48346417,,,,,1520 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo/renosterveld transition on rocky granite hills on summit of Sneeuberg, many loose and embedded stones and granite outcrops, some exposed sandstone in places, Elytropappus rhinocerotis dominant bush, moderate to thick grass layer in places","day, rock-rolling",,in shallow burrow under stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145_2430,3727,Doornberg,2017-12-17 18:47:27 RC,Buthidae,Parabuthus,Parabuthus planicauda,3,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Doornberg 53,3124DC,31°49.421'S,24°29.471'E,-31.81678361,24.48346417,,,,,1520 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo/renosterveld transition on rocky granite hills on summit of Sneeuberg, many loose and embedded stones and granite outcrops, some exposed sandstone in places, Elytropappus rhinocerotis dominant bush, moderate to thick grass layer in places","day, rock-rolling",,under sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145_2430,3727,Doornberg,2017-12-17 18:47:27 RC,Hormuridae,Hadogenes,Hadogenes trichiurus,4,"L. Prendini, 2017",South Africa,Eastern Cape Province,Graaff-Reinet District,Farm Doornberg 53,3124DC,31°49.421'S,24°29.471'E,-31.81678361,24.48346417,,,,,1520 m,17,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo/renosterveld transition on rocky granite hills on summit of Sneeuberg, many loose and embedded stones and granite outcrops, some exposed sandstone in places, Elytropappus rhinocerotis dominant bush, moderate to thick grass layer in places","day, rock-rolling",,fairly common in crevices in granite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 19:18:33 LP,Buthidae,Uroplectes,Uroplectes triangulifer,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","day, rock-rolling; night, UV light detection","cold, windy, moonless night","one specimen under stone in daytime, several sitting/walking on ground or sitting on bushes, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 19:18:33 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,24,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","day, rock-rolling; night, UV light detection","cold, windy, moonless night","specimens moderately common in shallow burrows/scrapes under stones in daytime, few doorkeeping at burrow entrances under stones, one male sitting on ground in open, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 19:26:51 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,13,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","day, rock-rolling; night, UV light detection","cold, windy, moonless night","specimens moderately common in shallow burrows/scrapes under stones in daytime, few doorkeeping at burrow entrances under stones, one male sitting on ground in open, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 21:48:04 RC,Buthidae,Parabuthus,Parabuthus capensis,2,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","night, UV light detection","cold, windy, moonless night","specimens uncommon, walking on ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 21:48:04 RC,Buthidae,Uroplectes,Uroplectes gracilior,14,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","night, UV light detection","cold, windy, moonless night","specimens common, sitting/walking on ground/bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 21:48:04 RC,Buthidae,Uroplectes,Uroplectes triangulifer,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","day, rock-rolling; night, UV light detection","cold, windy, moonless night","one specimen under stone in daytime, several sitting/walking on ground or sitting on bushes, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 21:48:04 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","day, rock-rolling; night, UV light detection","cold, windy, moonless night","specimens moderately common in shallow burrows/scrapes under stones in daytime, few doorkeeping at burrow entrances under stones, one male sitting on ground in open, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 21:49:29 LP,Buthidae,Uroplectes,Uroplectes gracilior,40,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","night, UV light detection","cold, windy, moonless night","specimens common, sitting/walking on ground/bushes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 21:49:29 LP,Buthidae,Uroplectes,Uroplectes triangulifer,6,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","day, rock-rolling; night, UV light detection","cold, windy, moonless night","one specimen under stone in daytime, several sitting/walking on ground or sitting on bushes, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",2017-12-11 21:49:29 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,3,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.203'S,23°57.760'E,-31.486733,23.962653,,,,,1465 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on rocky granite hills/koppies intersected by dry riverbed and gently sloping, coarse granitic sandy-loam plains, with many loose and embedded stones and large rock outcrops, scattered bushes and moderate grass layer","day, rock-rolling; night, UV light detection","cold, windy, moonless night","specimens moderately common in shallow burrows/scrapes under stones in daytime, few doorkeeping at burrow entrances under stones, one male sitting on ground in open, with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",,Buthidae,Parabuthus,Parabuthus capensis,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.176'S,23°57.213'E,-31.48338222,23.95005917,,,,,1457 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on gently sloping, sandy plain, scattered A. karoo trees, smaller bushes and moderate grass layer on coarse sandy-loam","night, UV light detection","cold, windy, moonless night",specimen walking on ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",,Buthidae,Parabuthus,Parabuthus capensis,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 82,3123BD,31°29.203'S,23°57.753'E,-31.48338972,23.95020917,,,,,1453 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on flat plain intersected by dry riverbed, moderate bush layer, sparse grass, scattered A. karoo trees on compacted sandy to chalky loam","night, UV light detection","cold, slightly windy, moonless night",specimen in burrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",,Buthidae,Parabuthus,Parabuthus capensis,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.176'S,23°57.213'E,-31.48338222,23.95005917,,,,,1457 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on gently sloping, sandy plain, scattered A. karoo trees, smaller bushes and moderate grass layer on coarse sandy-loam","night, UV light detection","cold, windy, moonless night",specimen walking on ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",,Buthidae,Uroplectes,Uroplectes gracilior,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.176'S,23°57.213'E,-31.48338222,23.95005917,,,,,1457 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on gently sloping, sandy plain, scattered A. karoo trees, smaller bushes and moderate grass layer on coarse sandy-loam","night, UV light detection","cold, windy, moonless night",specimens sitting/walking on ground/bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",,Buthidae,Uroplectes,Uroplectes gracilior,2,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 82,3123BD,31°29.203'S,23°57.753'E,-31.48338972,23.95020917,,,,,1453 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on flat plain intersected by dry riverbed, moderate bush layer, sparse grass, scattered A. karoo trees on compacted sandy to chalky loam","night, UV light detection","cold, slightly windy, moonless night",specimens sitting/walking on ground/bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",,Buthidae,Uroplectes,Uroplectes gracilior,32,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 81,3123BD,31°29.176'S,23°57.213'E,-31.48338222,23.95005917,,,,,1457 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on gently sloping, sandy plain, scattered A. karoo trees, smaller bushes and moderate grass layer on coarse sandy-loam","night, UV light detection","cold, windy, moonless night",specimens sitting/walking on ground/bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130_2355,4143,"Rockdale, Kanonkrans, Driehoekfontein",,Buthidae,Uroplectes,Uroplectes gracilior,52,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,Farm Liebeck's Fontein 82,3123BD,31°29.203'S,23°57.753'E,-31.48338972,23.95020917,,,,,1453 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on flat plain intersected by dry riverbed, moderate bush layer, sparse grass, scattered A. karoo trees on compacted sandy to chalky loam","night, UV light detection","cold, slightly windy, moonless night",specimens sitting/walking on ground/bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125_2330,4284,,,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,2,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,"Farm Rondavel 85, 3.1 km NW of intersection with N1 (Beaufort West–Colesberg) on road to Hutchinson railway siding ",3123BC,31°29.664'S,23°35.555'E,-31.48351778,23.5834875,,,,,1384 m,11,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on low granite koppies, sparse vegetation, small bushes with many grass tussocks on coarse, reddish-brown granitic sandy-loam","day, rock-rolling",,specimens in scrapes under stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105_2400,4893,Mesfontein and Elandsfontein,2017-12-12 19:43:08 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,15,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,"Farm Mesfontein on Messfountain 29, 10 km NNE of intersection with R388 (Richmond–De Aar)",3124AA,31°08.433'S,24°02.788'E,-31.140548,24.04648,,,,,ca. 1470 m,12,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on successive rocky ridges (sandstone, dolerite and granite), small bushes with moderate grass layer on sandy-loam","day, rock-rolling; night, UV light detection","cold, almost still (very light breeze), moonless night","specimens uncommon in scrapes under stones during daytime, few doorkeeping at burrow entrances under stones with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105_2400,4893,Mesfontein and Elandsfontein,2017-12-12 19:43:20 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,9,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,"Farm Mesfontein on Messfountain 29, 10 km NNE of intersection with R388 (Richmond–De Aar)",3124AA,31°08.433'S,24°02.788'E,-31.140548,24.04648,,,,,ca. 1470 m,12,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on successive rocky ridges (sandstone, dolerite and granite), small bushes with moderate grass layer on sandy-loam","day, rock-rolling; night, UV light detection","cold, almost still (very light breeze), moonless night","specimens uncommon in scrapes under stones during daytime, few doorkeeping at burrow entrances under stones with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105_2400,4893,Mesfontein and Elandsfontein,2017-12-12 22:23:09 LP,Buthidae,Uroplectes,Uroplectes triangulifer,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,"Farm Mesfontein on Messfountain 29, 10 km NNE of intersection with R388 (Richmond–De Aar)",3124AA,31°08.433'S,24°02.788'E,-31.140548,24.04648,,,,,ca. 1470 m,12,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on successive rocky ridges (sandstone, dolerite and granite), small bushes with moderate grass layer on sandy-loam","night, UV light detection","cold, almost still (very light breeze), moonless night",specimens sitting on bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105_2400,4893,Mesfontein and Elandsfontein,2017-12-12 22:23:09 LP,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,"Farm Mesfontein on Messfountain 29, 10 km NNE of intersection with R388 (Richmond–De Aar)",3124AA,31°08.433'S,24°02.788'E,-31.140548,24.04648,,,,,ca. 1470 m,12,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on successive rocky ridges (sandstone, dolerite and granite), small bushes with moderate grass layer on sandy-loam","day, rock-rolling; night, UV light detection","cold, almost still (very light breeze), moonless night","specimens uncommon in scrapes under stones during daytime, few doorkeeping at burrow entrances under stones with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105_2400,4893,Mesfontein and Elandsfontein,2017-12-12 22:29:27 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,"Farm Mesfontein on Messfountain 29, 10 km NNE of intersection with R388 (Richmond–De Aar)",3124AA,31°08.433'S,24°02.788'E,-31.140548,24.04648,,,,,ca. 1470 m,12,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on successive rocky ridges (sandstone, dolerite and granite), small bushes with moderate grass layer on sandy-loam","day, rock-rolling; night, UV light detection","cold, almost still (very light breeze), moonless night","specimens uncommon in scrapes under stones during daytime, few doorkeeping at burrow entrances under stones with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105_2400,4893,Mesfontein and Elandsfontein,,Buthidae,Uroplectes,Uroplectes gracilior,2,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,"Farm Mesfontein on Messfountain 29, 10 km NNE of intersection with R388 (Richmond–De Aar)",3124AA,31°08.433'S,24°02.788'E,-31.140548,24.04648,,,,,ca. 1470 m,12,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on successive rocky ridges (sandstone, dolerite and granite), small bushes with moderate grass layer on sandy-loam","night, UV light detection","cold, almost still (very light breeze), moonless night",specimens sitting on bushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3105_2400,4893,,,Scorpionidae,Opistophthalmus,Opistophthalmus austerus,2,"L. Prendini, 2017",South Africa,Northern Cape Province,Richmond District,"Farm Knoffelfontein on Messfountain 29, 10 km NNE of intersection with R388 (Richmond–De Aar)",3124AA,31°10.881'S,24°02.429'E,-31.16691139,24.0334525,,,,,1494 m,12,12,2017,,,,L. Prendini & R. Christiaan,Eastern Upper Karoo,Upper Karoo Bioregion,"Nama Karoo on low granite ridge with scattered Euclea bushes and moderate grass layer on coarse, reddish-brown granitic sandy-loam","day, rock-rolling",,specimens in scrapes under stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-14 19:41:38 RC,Buthidae,Parabuthus,Parabuthus planicauda,2,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","common in scrapes under sandstones during daytime, uncommon, sitting on ground with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-14 19:41:38 RC,Hormuridae,Hadogenes,Hadogenes trichiurus,1,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","uncommon in rock crevices (sandstone) in daytime, or in rock crevices or under flat rocks on bedrock with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-14 19:41:38 RC,Scorpionidae,Opistophthalmus,Opistophthalmus austeroides,3,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","specimens fairly common in shallow burrows or scrapes under stones, both in sandstone and dolerite areas in daytime, several spotted doorkeeping at burrow entrances at base of stones with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-14 19:41:59 LP,Buthidae,Parabuthus,Parabuthus planicauda,7,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","common in scrapes under sandstones during daytime, uncommon, sitting on ground with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055_2540,5221,Ezelfontein,2017-12-14 19:41:59 LP,Buthidae,Uroplectes,Uroplectes triangulifer,4,"L. Prendini, 2017",South Africa,Northern Cape Province,Steynsburg District,Farm Ezelsfontein on Ezels-Fountain 4,3025DC,30°58.626'S,25°42.332'E,-30.96684056,25.70009222,,,,,1628 m,14,12,2017,,,,L. Prendini & R. Christiaan,Karoo Escarpment Grassland,Dry Highveld Grassland Bioregion,"Nama Karoo/grassland transition on rocky ridges, predominantly sandstone and dolerite outcrops, small bushes including Rhus, and grasses, on sandy-loam (sandstone areas) and clayey-loam (dolerite areas)","day, rock-rolling; night, UV light detection","cold, fairly still, moonless night","uncommon, under stones during daytime, uncommon, sitting on ground/bushes with UV light detection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
